term,cf,df,offset
spice,1,1,72527
spillover,1,1,72528
spinal,1,1,72529
spindly,1,1,72530
spink,1,1,72531
spinning,2,2,72532
spirit,13,12,72534
spiritual,1,1,72546
spite,1,1,72547
spitzer,27,2,72548
splendidly,1,1,72550
splintered,2,2,72551
split,7,5,72553
spoiled,1,1,72558
spoke,20,20,72559
spoken,6,6,72579
spokesman,65,45,72585
spokesmen,1,1,72630
spokeswoman,18,12,72631
sponge,1,1,72643
sponsor,6,6,72644
sponsored,9,9,72650
sponsoring,1,1,72659
sponsorship,1,1,72660
spontaneous,4,3,72661
sporadic,4,4,72664
sport,40,10,72668
spot,13,11,72678
spotlight,3,3,72689
spotlighting,1,1,72692
spotted,1,1,72693
spotty,2,2,72694
spouse,1,1,72696
sprawling,2,2,72697
spread,13,11,72699
spreading,5,5,72710
spree,1,1,72715
spring,9,9,72716
springboard,6,2,72725
sprinkler,1,1,72727
spun,2,2,72728
spur,2,2,72730
spurned,3,3,72732
spurning,1,1,72735
spurred,1,1,72736
sputter,1,1,72737
spy,8,5,72738
spying,4,4,72743
squabbling,1,1,72747
squad,12,8,72748
square,12,10,72756
squarely,1,1,72766
squatter,2,1,72767
squawking,1,1,72768
squeaking,2,2,72769
squeal,1,1,72771
squealed,1,1,72772
squeeze,1,1,72773
squeezed,1,1,72774
sri,1,1,72775
srimaka,1,1,72776
srinihal,1,1,72777
sripan,1,1,72778
st,20,3,72779
staaf,1,1,72782
stabbing,1,1,72783
stability,5,5,72784
stabilize,5,5,72789
stabilizing,1,1,72794
stable,6,6,72795
stadium,1,1,72801
staff,24,15,72802
staffed,1,1,72817
staffing,1,1,72818
stage,13,12,72819
staged,4,4,72831
staggering,1,1,72835
staging,2,2,72836
stained,1,1,72838
stair,1,1,72839
staircase,3,3,72840
stairway,11,6,72843
stake,15,10,72849
stakeholder,1,1,72859
stalemate,1,1,72860
stalemated,1,1,72861
stall,1,1,72862
stalled,5,4,72863
stalwart,1,1,72867
stamina,1,1,72868
stamp,6,4,72869
stan,1,1,72873
stance,1,1,72874
stand,22,22,72875
standard,8,8,72897
standing,9,9,72905
standoff,2,2,72914
stanley,9,9,72916
staple,1,1,72925
star,18,13,72926
stargazer,4,2,72939
stark,3,3,72941
starr,9,4,72944
start,28,26,72948
started,22,20,72974
starting,10,10,72994
startling,3,3,73004
startup,1,1,73007
state,384,157,73008
stated,4,4,73165
statehood,7,5,73169
statement,76,55,73174
statewide,4,3,73229
static,2,2,73232
station,37,19,73234
stationed,4,4,73253
statistic,4,4,73257
statistical,1,1,73261
statistically,1,1,73262
statue,1,1,73263
stature,2,2,73264
status,8,7,73266
staunchly,3,3,73273
stay,16,16,73276
stayed,11,10,73292
staying,2,2,73302
steadily,2,2,73304
steady,7,6,73306
steam,2,2,73312
steck,2,1,73314
sted,2,2,73315
steel,1,1,73317
steelworker,1,1,73318
steep,4,4,73319
steer,1,1,73323
steering,2,2,73324
stein,2,2,73326
stellenbosch,1,1,73328
stem,6,6,73329
stemmed,6,6,73335
sten,1,1,73341
step,65,46,73342
stephen,6,6,73388
stepinac,61,10,73394
steppe,1,1,73404
stepped,10,10,73405
stepping,4,4,73415
steppingstone,1,1,73419
stereo,3,3,73420
sternest,1,1,73423
steroid,4,2,73424
steve,5,5,73426
steven,7,5,73431
stevenson,1,1,73436
steward,6,3,73437
stick,5,5,73440
sticking,2,2,73445
stiff,2,2,73447
stiffer,1,1,73449
still,143,92,73450
stinging,4,4,73542
stint,2,2,73546
stipe,4,4,73548
stipulate,1,1,73552
stipulated,3,3,73553
stir,1,1,73556
stirred,1,1,73557
sto101,3,3,73558
stock,22,16,73561
stockholder,3,3,73577
stockholm,6,5,73580
stockpiled,1,1,73585
stockpiling,1,1,73586
stoic,1,1,73587
stoking,1,1,73588
stole,1,1,73589
stomach,2,2,73590
stomped,1,1,73592
stone,5,5,73593
stood,21,19,73598
stop,35,24,73617
stopgap,3,2,73641
stopover,1,1,73643
stopped,12,11,73644
stopping,2,2,73655
storage,1,1,73657
store,3,2,73658
storm,135,33,73660
stormed,1,1,73693
stormy,2,2,73694
story,359,294,73696
stott,2,2,73990
str,2,2,73992
straddle,1,1,73994
straight,9,8,73995
strain,2,2,74003
strained,3,3,74005
stranded,6,6,74008
strange,7,5,74014
strangely,2,2,74019
stranger,1,1,74021
strangled,1,1,74022
strapped,1,1,74023
strategic,2,2,74024
strategist,9,8,74026
strategy,24,14,74034
straw,1,1,74048
stray,3,3,74049
streak,2,2,74052
streaking,3,2,74054
stream,7,5,74056
streamed,3,3,74061
streamline,1,1,74064
street,32,26,74065
strength,9,8,74091
strengthen,8,8,74099
strengthening,1,1,74107
stress,3,3,74108
stresse,1,1,74111
stressed,8,8,74112
stretch,4,4,74120
stretching,1,1,74124
strewn,2,2,74125
stricken,2,2,74127
strict,4,4,74129
strictly,4,4,74133
stricture,2,2,74137
stride,3,3,74139
strike,40,26,74142
striker,1,1,74168
striking,6,5,74169
strikingly,2,2,74174
string,2,2,74176
stringent,1,1,74178
strip,25,17,74179
stripped,8,8,74196
strnwgm,1,1,74204
strode,1,1,74205
stroke,1,1,74206
stroller,1,1,74207
strong,42,37,74208
stronger,4,4,74245
strongest,3,3,74249
strongly,9,9,74252
strongman,1,1,74261
strongmen,1,1,74262
struck,11,10,74263
structural,7,7,74273
structure,2,2,74280
struggle,29,23,74282
struggled,1,1,74305
struggling,10,10,74306
stuart,1,1,74316
stubborn,4,3,74317
stubbornly,1,1,74320
stuck,5,5,74321
student,29,20,74326
studied,3,3,74346
studio,2,1,74349
study,29,20,74350
studying,5,4,74370
stuff,2,2,74374
stuffed,3,3,74376
stumbled,2,2,74379
stumbling,3,3,74381
stump,1,1,74384
stun,4,2,74385
stung,1,1,74387
stunned,1,1,74388
stunning,1,1,74389
sturdier,1,1,74390
sturdy,2,2,74391
style,12,11,74393
stymied,2,2,74404
suara,1,1,74406
sub,16,14,74407
subcommittee,2,2,74421
subcontinent,1,1,74423
subdistrict,2,1,74424
subgroup,1,1,74425
subject,10,10,74426
subjected,4,4,74436
submerged,1,1,74440
submission,1,1,74441
submit,6,6,74442
submitted,9,8,74448
submitting,1,1,74456
subordinate,1,1,74457
subpoena,2,2,74458
subscriber,24,24,74460
subsequent,3,3,74484
subsequently,2,2,74487
subsidiary,1,1,74489
subsidize,2,2,74490
subsidized,2,2,74492
subsistence,2,2,74494
substandard,1,1,74496
substantial,5,5,74497
substantially,5,5,74502
substituting,1,1,74507
subtler,1,1,74508
suburb,15,12,74509
suburban,7,7,74521
subversion,12,6,74528
subversive,4,2,74534
subvert,1,1,74536
subverting,1,1,74537
succeed,6,6,74538
succeeded,2,2,74544
succeeding,2,2,74546
success,15,15,74548
successe,2,2,74563
successful,10,10,74565
successfully,8,8,74575
succession,5,5,74583
successive,2,2,74588
successor,6,6,74590
such,99,66,74596
suck,2,2,74662
sucking,1,1,74664
sudan,26,11,74665
sudanese,5,1,74676
sudden,4,4,74677
suddenly,10,10,74681
sue,4,4,74691
sued,1,1,74695
suffer,6,6,74696
suffered,25,15,74702
suffering,13,11,74717
suffice,1,1,74728
suffocation,2,2,74729
sugar,3,3,74731
suggest,27,23,74734
suggested,21,21,74757
suggesting,14,11,74778
suggestion,4,4,74789
suharto,12,5,74793
suhartono,2,2,74798
suicide,13,6,74800
suing,3,3,74806
suit,30,17,74809
suitable,2,2,74826
suitcase,7,7,74828
suite,1,1,74835
suitor,1,1,74836
sul,3,3,74837
suleiman,1,1,74840
suleyman,12,12,74841
sulk,2,2,74853
sultry,1,1,74855
sum,1,1,74856
summarily,1,1,74857
summarize,1,1,74858
summary,2,2,74859
summed,5,5,74861
summer,9,9,74866
summing,1,1,74875
summit,15,9,74876
sumon,1,1,74885
sun,15,11,74886
sunday,125,77,74897
sunk,2,2,74974
sunni,3,3,74976
sunny,6,5,74979
sunrise,1,1,74984
sunset,1,1,74985
sunshine,1,1,74986
sunup,1,1,74987
super,5,5,74988
superimposed,1,1,74993
superior,1,1,74994
supermarket,4,4,74995
supersede,1,1,74999
supertyphoon,2,1,75000
supervise,1,1,75001
supervision,5,5,75002
supervisory,2,2,75007
supplied,2,2,75009
supplier,1,1,75011
supply,16,13,75012
supplying,3,3,75025
support,82,54,75028
supported,27,21,75082
supporter,18,15,75103
supporting,19,16,75118
supportive,1,1,75134
supposed,11,11,75135
suppressed,3,3,75146
suppressing,1,1,75149
suppression,1,1,75150
supremacist,3,3,75151
supremacy,1,1,75154
supreme,33,17,75155
sur,5,4,75172
surat,1,1,75176
suratman,5,4,75177
sure,17,17,75181
surely,1,1,75198
surface,5,5,75199
surfaced,3,3,75204
surfer,1,1,75207
surgeon,1,1,75208
surgery,13,8,75209
surging,1,1,75217
surmised,1,1,75218
surpassed,1,1,75219
surpassing,1,1,75220
surplus,7,5,75221
surpluse,2,1,75226
surprise,10,10,75227
surprised,5,5,75237
surprising,5,5,75242
surprisingly,1,1,75247
surrender,5,5,75248
surrendered,4,3,75253
surrey,1,1,75256
surrounded,7,7,75257
surrounding,1,1,75264
surveillance,3,3,75265
survey,2,2,75268
surveyed,1,1,75270
survival,1,1,75271
survive,5,5,75272
survived,3,3,75277
surviving,6,4,75280
survivor,19,9,75284
susan,9,5,75293
suspect,73,36,75298
suspected,24,20,75334
suspend,12,9,75354
suspended,15,15,75363
suspending,2,2,75378
suspension,5,3,75380
suspicion,6,5,75383
suspicious,2,2,75388
sustain,2,2,75390
sustained,5,5,75392
suthep,1,1,75397
suzanne,3,3,75398
suzuki,4,2,75401
sven,2,2,75403
sw,5,5,75405
swahili,2,2,75410
swamped,4,3,75412
swarm,6,4,75415
swarmed,3,3,75419
swarming,1,1,75422
sway,2,2,75423
swede,7,5,75425
sweden,52,10,75430
swedish,15,8,75440
sweep,2,2,75448
sweeping,3,3,75450
sweepstake,1,1,75453
swelled,5,4,75454
swept,12,12,75458
swerve,2,2,75470
swi,2,2,75472
swift,6,3,75474
swim,4,2,75477
swimmer,11,4,75479
swimming,6,5,75483
swimming0448,1,1,75488
swimming1st,1,1,75489
swing,3,3,75490
swiss,1,1,75493
swissair,61,10,75494
swissaircrash,6,6,75504
switch,2,2,75510
switche,6,1,75512
switched,4,4,75513
switching,1,1,75517
switzerland,6,6,75518
swollen,5,2,75524
swooped,1,1,75526
sworn,7,7,75527
syamsul,1,1,75534
sydney,4,4,75535
symbol,10,10,75539
symbolic,1,1,75549
sympathizer,3,3,75550
sympathizing,6,6,75553
sympathy,7,6,75559
synagogue,5,4,75565
synonymous,1,1,75569
syria,155,19,75570
syrian,20,8,75589
system,121,57,75597
systematic,2,2,75654
systemic,1,1,75656
tabarzadi,2,1,75657
table,8,6,75658
tack,1,1,75664
tackle,3,3,75665
tackling,3,3,75668
tactic,24,15,75671
tactical,1,1,75686
tactician,2,2,75687
taekwondo,5,1,75689
taf,88,88,75690
tagle,1,1,75778
tail,5,4,75779
tailored,3,3,75783
tainted,2,2,75786
taipei,6,4,75788
taitung,2,2,75792
taiwan,19,8,75794
tajikistan,2,1,75802
tajima,2,2,75803
take,116,79,75805
taken,34,29,75884
taker,1,1,75913
takes0710,1,1,75914
taki,4,2,75915
taking,46,43,75917
talal,3,3,75960
tale,2,2,75963
talent,2,2,75965
taliban,47,6,75967
talk,73,43,75973
talked,9,7,76016
talking,12,10,76023
tall,2,2,76033
tallest,1,1,76035
tallied,3,3,76036
tally,5,3,76039
tambara,4,1,76042
tame,1,1,76043
tan,25,6,76044
taner,2,1,76050
tang,1,1,76051
tangible,2,2,76052
tanjug,2,2,76054
tanker,4,2,76056
tansu,7,7,76058
tantamount,1,1,76065
tanya,1,1,76066
tanzania,40,15,76067
tanzanian,14,4,76082
tao,1,1,76086
tap,1,1,76087
tape,9,7,76088
taped,1,1,76095
tapel,2,2,76096
tapestry,2,2,76098
tar,4,3,76100
target,25,16,76103
targeted,2,2,76119
targeting,1,1,76121
tarmac,5,3,76122
tarnish,1,1,76125
task,8,8,76126
tasked,1,1,76134
tass,6,4,76135
taste,1,1,76139
tatro,3,2,76140
taught,2,1,76142
taunted,3,3,76143
tavare,2,2,76146
tawan,1,1,76148
tax,48,24,76149
taxcut,2,1,76173
taxe,13,10,76174
taxed,1,1,76184
taxpayer,3,2,76185
tc,1,1,76187
tea,1,1,76188
teache,3,3,76189
teacher,17,7,76192
team,56,27,76199
teammate,6,5,76226
tear,17,12,76231
tearful,2,2,76243
tearfully,1,1,76245
teased,2,2,76246
teaspoon,1,1,76248
tech,3,3,76249
technical,16,10,76252
technician,4,4,76262
technology,17,12,76266
tecnico,1,1,76278
ted,2,2,76279
tedious,1,1,76281
teen,27,14,76282
teenager,2,1,76296
teeth,2,2,76297
teh101,3,3,76299
teh102,1,1,76302
tehran,32,10,76303
tel,8,8,76313
telecom,11,7,76321
telecommunication,4,3,76328
telegraphic,1,1,76331
telephone,40,27,76332
telephoned,2,2,76359
telescope,10,5,76361
televised,1,1,76366
television,35,28,76367
tell,10,9,76395
telling,7,5,76404
temer,1,1,76409
tempel,4,4,76410
temper,4,4,76414
temperature,32,15,76418
tempered,1,1,76433
tempering,2,2,76434
temple,8,4,76436
temporarily,7,7,76440
temporary,11,10,76447
ten,24,22,76457
tenant,1,1,76479
tend,1,1,76480
tending,2,2,76481
tendon,1,1,76483
tenet,1,1,76484
tenn,1,1,76485
tenni,4,2,76486
tense,1,1,76488
tensely,2,2,76489
tension,25,15,76491
tent,2,2,76506
tentative,2,2,76508
tenth,2,2,76510
tenuous,1,1,76512
term,51,38,76513
termed,1,1,76551
terminal,8,6,76552
terrain,5,4,76558
terreblanche,1,1,76562
terrero,1,1,76563
terrestrial,5,3,76564
terri,1,1,76567
terrible,3,3,76568
terribly,1,1,76571
terrific,1,1,76572
territorial,7,6,76573
territory,25,14,76579
terror,18,17,76593
terrorism,41,24,76610
terrorist,100,45,76634
terrorize,1,1,76679
terry,1,1,76680
test,13,9,76681
tested,6,4,76690
tester,2,1,76694
testified,5,4,76695
testify,6,5,76699
testifying,1,1,76704
testimony,17,14,76705
testing,6,5,76719
teve,2,2,76724
texa,21,15,76726
text,14,9,76741
textbook,1,1,76750
textile,1,1,76751
th,4,4,76752
thabo,4,4,76756
thai,3,2,76760
thailand,30,18,76762
thamarong,1,1,76780
thame,1,1,76781
than,300,145,76782
thani,1,1,76927
thank,4,2,76928
thanking,1,1,76930
that,2223,273,76931
theater,1,1,77204
theatrical,1,1,77205
theft,1,1,77206
their,487,186,77207
them,176,111,77393
theme,6,5,77504
themselve,40,33,77509
then,111,71,77542
theologian,5,5,77613
theology,1,1,77618
theoretically,1,1,77619
theory,10,10,77620
there,268,143,77630
thereby,5,5,77773
therefore,7,7,77778
thereof,2,1,77785
thereve,1,1,77786
thermometer,1,1,77787
these,89,61,77788
they,630,175,77849
theyd,3,3,78024
theyll,1,1,78027
theyre,17,16,78028
theyve,5,4,78044
thi,441,171,78048
thick,2,2,78219
thigh,1,1,78221
thin,3,3,78222
thing,49,36,78225
think,50,35,78261
thinking,10,10,78296
third,40,35,78306
thirty,1,1,78341
thoma,9,7,78342
thorough,1,1,78349
thoroughfare,3,3,78350
thoroughly,2,1,78353
those,138,92,78354
though,85,53,78446
thought,23,20,78499
thoughtful,1,1,78519
thousand,68,45,78520
thread,3,3,78565
threadbare,2,2,78568
threat,67,41,78570
threaten,10,8,78611
threatened,21,19,78619
threatening,20,20,78638
three,197,140,78658
throat,1,1,78798
throe,1,1,78799
thronged,1,1,78800
through,136,95,78801
throughout,53,47,78896
throwing,2,2,78943
thrown,6,6,78945
thruout,2,2,78951
thuglike,2,2,78953
thunder,1,1,78955
thundershower,1,1,78956
thunderstorm,4,3,78957
thursday,113,71,78960
thus,12,12,79031
thwart,1,1,79043
tiananmen,7,6,79044
tianjin,1,1,79050
ticket,6,6,79051
ticking,1,1,79057
tidal,3,3,79058
tie,5,5,79061
tied,1,1,79066
tight,8,7,79067
tighten,2,2,79074
tightened,1,1,79076
tightening,6,6,79077
tightly,4,4,79083
tile,2,2,79087
tilted,1,1,79089
tim,1,1,79090
timber,2,2,79091
time,342,167,79093
timed,1,1,79260
timely,1,1,79261
timescb,4,2,79262
timetable,1,1,79264
timid,1,1,79265
timing,6,6,79266
timor,92,10,79272
timor0268,1,1,79282
timorese,17,6,79283
timur,3,3,79289
tin,4,3,79292
tiny,14,13,79295
tip,7,7,79308
tipped,4,2,79315
tiptoed,1,1,79317
tire,3,3,79318
tired,1,1,79321
title,1,1,79322
titled,1,1,79323
tito,6,3,79324
tjh,2,2,79327
to,4884,291,79329
toa,1,1,79620
toasted,1,1,79621
tobago,1,1,79622
today,26,25,79623
todd,1,1,79648
toe,1,1,79649
together,33,30,79650
tokyo,6,3,79680
told,118,82,79683
toledo,3,1,79765
tolerable,1,1,79766
tolerance,1,1,79767
tolerate,1,1,79768
toll,31,20,79769
tom,3,3,79789
tomahawk,1,1,79792
tomorrow,3,3,79793
ton,5,5,79796
tone,6,5,79801
tong,1,1,79806
tongue,2,2,79807
tono,2,2,79809
tony,8,8,79811
too,58,46,79819
took,60,47,79865
tool,2,2,79912
top,45,42,79914
topic,6,6,79956
topped,1,1,79962
topping,2,2,79963
topple,3,3,79965
toppled,6,4,79968
tore,2,2,79972
tormenting,1,1,79974
torn,8,8,79975
toro,3,3,79983
toronto,4,4,79986
torrent,1,1,79990
torrential,6,4,79991
tort,2,1,79995
torture,17,9,79996
tortured,4,4,80005
torturer,7,3,80009
torturing,1,1,80012
tory,2,1,80013
toss,1,1,80014
tossed,3,3,80015
tossup,1,1,80018
total,27,21,80019
totaled,2,2,80040
totaling,2,2,80042
totalitarian,3,3,80044
totalitarianism,4,4,80047
totally,2,2,80051
tote,1,1,80053
touch,3,3,80054
touchdown,2,2,80057
touche,3,3,80059
touched,2,2,80062
touching,1,1,80064
tough,10,6,80065
toughened,1,1,80071
tougher,2,2,80072
toughest,2,2,80074
tour,4,3,80076
toured,7,7,80079
tourism,22,5,80086
tourist,20,7,80091
tournament,1,1,80098
tourniquet,1,1,80099
tout,1,1,80100
touting,1,1,80101
tow,1,1,80102
toward,53,41,80103
tower,10,7,80144
towering,1,1,80151
town,39,27,80152
township,3,3,80179
toy,1,1,80182
trace,4,4,80183
traced,3,3,80187
track,19,17,80190
tracked,1,1,80207
tracking,2,2,80208
trade,23,15,80210
traded,2,2,80225
trading,6,5,80227
tradition,8,8,80232
traditional,7,7,80240
traditionally,7,7,80247
traffic,7,7,80254
trafficking,1,1,80261
tragedy,13,13,80262
tragic,3,3,80275
tragically,1,1,80278
trail,13,6,80279
trailed,3,3,80285
trailer,1,1,80288
trailing,2,2,80289
train,7,7,80291
trained,9,6,80298
trainee,1,1,80304
trainer,4,4,80305
training,13,12,80309
traitor,1,1,80321
trampled,2,2,80322
trampling,1,1,80324
tranquil,1,1,80325
transaction,4,2,80326
transcend,1,1,80328
transcript,2,1,80329
transfer,1,1,80330
transform,1,1,80331
transformation,3,3,80332
transformed,2,2,80335
transit,1,1,80337
transition,2,2,80338
transmission,1,1,80340
transmitted,1,1,80341
transmitting,1,1,80342
transparency,1,1,80343
transport,5,5,80344
transportation,16,11,80349
transporting,1,1,80360
trap,1,1,80361
trapped,6,6,80362
trauma,1,1,80368
traumatic,1,1,80369
traumatized,1,1,80370
travail,1,1,80371
travel,40,26,80372
traveled,10,9,80398
traveler,4,4,80407
traveling,7,6,80411
travelled,1,1,80417
tray,1,1,80418
treaster,1,1,80419
treasure,4,3,80420
treasurer,2,1,80423
treasury,12,8,80424
treat,3,3,80432
treated,8,8,80435
treating,1,1,80443
treatment,25,21,80444
treaty,11,7,80465
tree,18,14,80472
trek,2,2,80486
trench,2,2,80488
trend,3,3,80490
trent,6,6,80493
trial,120,57,80499
triangulation,1,1,80556
tribunal,53,13,80557
tribune,10,6,80570
tribute,5,5,80576
trick,4,3,80581
tricky,2,2,80584
tried,40,35,80586
trigger,1,1,80621
triggered,6,5,80622
trim,8,7,80627
trimester,1,1,80634
trimmed,1,1,80635
trimming,1,1,80636
trinidad,1,1,80637
trio,1,1,80638
trip,23,22,80639
triple,2,2,80661
tripled,1,1,80663
tripoli,13,6,80664
triumph,1,1,80670
trojan,1,1,80671
troop,41,28,80672
trophy,1,1,80700
tropical,9,6,80701
trouble,35,28,80707
troubled,14,14,80735
troubleshooting,1,1,80749
troublesome,1,1,80750
troubling,1,1,80751
trouser,2,2,80752
truce,1,1,80754
truck,25,17,80755
true,28,23,80772
truly,3,3,80795
trumped,1,1,80798
trust,9,7,80799
trusted,2,2,80806
trustworthy,2,2,80808
truth,50,17,80810
truthcomm,4,4,80827
truthful,1,1,80831
try,55,40,80832
trying,61,47,80872
tsc,2,2,80919
tshahi,1,1,80921
tt,3,1,80922
tta,29,29,80923
tuanhe,1,1,80952
tuareg,1,1,80953
tube,1,1,80954
tuckman,1,1,80955
tudjman,12,4,80956
tuesday,111,52,80960
tug,2,2,81012
tumble,1,1,81014
tumor,1,1,81015
tumult,2,2,81016
tumultuous,1,1,81018
tune,2,2,81019
tuned,2,2,81021
tunisia,3,3,81023
turan,4,1,81026
turban,1,1,81027
turbulence,2,2,81028
turbulent,4,4,81030
turf,2,2,81034
turk,7,5,81036
turkey,306,32,81041
turkey0387,1,1,81073
turki,8,2,81074
turkish,78,28,81076
turkmenistan,5,1,81104
turmoil,10,8,81105
turn,37,30,81113
turned,41,36,81143
turner,2,2,81179
turning,10,9,81181
turnout,29,12,81190
turpal,1,1,81202
tuttle,14,8,81203
tutu,11,5,81211
tv,6,6,81216
twa,1,1,81222
twawilou,6,2,81223
twelve,1,1,81225
twice,14,11,81226
twin,2,2,81237
twisted,4,4,81239
two,384,175,81243
ty,24,19,81418
tycoon,1,1,81437
tying,3,3,81438
type,8,7,81441
typhoon,54,10,81448
typhoondo,1,1,81458
typical,4,4,81459
typically,2,2,81463
typified,1,1,81465
typing,1,1,81466
typist,1,1,81467
tyring,1,1,81468
uganda,2,2,81469
ugly,1,1,81471
uhuru,1,1,81472
uktan,2,1,81473
ul,1,1,81474
ulcer,2,2,81475
ulf,2,2,81477
ulrich,1,1,81479
ultimate,1,1,81480
ultimately,12,11,81481
ultra,4,3,81492
ultraliberal,2,2,81495
ultraviolet,2,1,81497
ululate,1,1,81498
umar,4,4,81499
umbrella,7,7,81503
un,73,31,81510
unable,20,20,81541
unacceptable,2,2,81561
unaccounted,1,1,81563
unaffected,1,1,81564
unanimous,4,4,81565
unanimously,1,1,81569
unannounced,2,2,81570
unanswered,2,2,81572
unarmed,1,1,81574
unavailable,1,1,81575
unaware,4,4,81576
unborn,2,2,81580
unbridgeable,2,2,81582
unbundling,2,1,81584
uncensored,1,1,81585
uncertain,8,8,81586
uncertainty,1,1,81594
uncle,8,4,81595
unclear,14,14,81599
uncomfortable,6,5,81613
unconfirmed,1,1,81618
unconscionable,2,2,81619
unconstitutional,1,1,81621
uncontrolled,3,3,81622
uncovered,1,1,81625
undamaged,1,1,81626
undecided,7,3,81627
undeclared,4,4,81630
undefeated,1,1,81634
under,160,107,81635
undercut,2,2,81742
underdeveloped,2,2,81744
underdog,1,1,81746
underestimated,2,2,81747
underfoot,1,1,81749
undergoing,2,2,81750
undergone,1,1,81752
underground,2,2,81753
underinsured,1,1,81755
underlined,1,1,81756
undermine,11,11,81757
undermined,3,3,81768
undermining,2,2,81771
underplayed,2,2,81773
underscore,1,1,81775
underscored,1,1,81776
underscoring,1,1,81777
undersea,2,2,81778
undersecretary,2,2,81780
understand,14,13,81782
understandable,2,2,81795
understandably,1,1,81797
understanding,6,6,81798
understood,2,2,81804
undertake,1,1,81806
undertook,2,1,81807
underwater,2,2,81808
underway,3,3,81810
underwent,5,5,81813
undetected,2,2,81818
undivided,1,1,81820
undoubted,2,2,81821
undraped,2,2,81823
unearned,1,1,81825
uneasy,2,2,81826
unelected,1,1,81828
unemployed,1,1,81829
unemployment,4,3,81830
unequal,2,2,81833
unerringly,1,1,81835
uneventful,1,1,81836
unexpectedly,1,1,81837
unfair,5,5,81838
unfairly,2,2,81843
unfairness,1,1,81845
unfamiliar,1,1,81846
unfavorable,1,1,81847
unfavorably,2,1,81848
unfazed,2,2,81849
unfold,2,2,81851
unfolded,2,2,81853
unforeseen,1,1,81855
unforgiving,2,2,81856
unfortunate,2,2,81858
unfortunately,5,5,81860
ung,1,1,81865
ungrammatically,1,1,81866
unharmed,2,2,81867
unhealthy,2,2,81869
unheated,2,2,81871
unhindered,1,1,81873
unidentified,8,7,81874
uniform,1,1,81881
