term,cf,df,offset
a8236,1,1,4805
a8441,1,1,4806
a8486,1,1,4807
a8651,1,1,4808
a8670,1,1,4809
a8693,1,1,4810
a8697,1,1,4811
a8706,1,1,4812
a8712,1,1,4813
a8811,1,1,4814
a8817,1,1,4815
a8826,2,2,4816
a8866,1,1,4818
a8867,1,1,4819
a8877,2,2,4820
a8901,1,1,4822
a9323,1,1,4823
a9456,1,1,4824
a9504,1,1,4825
a9645,1,1,4826
a9730,1,1,4827
a9773,1,1,4828
a9785,1,1,4829
a9913,2,2,4830
a9922,1,1,4832
a9950,1,1,4833
aah,1,1,4834
abaca,6,2,4835
abacus,1,1,4837
abandon,1,1,4838
abandoned,3,3,4839
abbreviated,1,1,4842
abc,1,1,4843
abdallah,7,3,4844
abdel,21,14,4847
abdellah,2,2,4861
abdolvahed,1,1,4863
abdomen,1,1,4864
abdou,2,2,4865
abdoulkarim,2,2,4867
abducted,11,8,4869
abduction,5,4,4877
abdul,6,6,4881
abdulfateh,2,2,4887
abdulhakim,2,2,4889
abdullah,15,15,4891
abel,2,2,4906
abhorrent,1,1,4908
abide,1,1,4909
ability,10,10,4910
able,41,29,4920
aboard,18,13,4949
abort,21,6,4962
aborted,1,1,4968
abortion,145,16,4969
abortionist,2,2,4985
abortive,2,2,4987
abouhalima,40,2,4989
abounded,2,2,4991
about,405,167,4993
above,19,18,5160
abram,5,3,5178
abrar,1,1,5181
abri,2,1,5182
abridged,1,1,5183
abroad,29,25,5184
abruptly,1,1,5209
absence,1,1,5210
absentia,3,3,5211
absolute,5,3,5214
absolutely,5,5,5217
absorb,2,2,5222
absorbed,1,1,5224
absorbing,1,1,5225
abstention,2,2,5226
absurd,2,2,5228
abu,2,2,5230
abuse,17,14,5232
abuser,1,1,5246
abusive,1,1,5247
academy,4,4,5248
acceding,1,1,5252
accelerate,1,1,5253
accelerated,1,1,5254
accent,1,1,5255
accented,1,1,5256
accept,31,23,5257
acceptable,1,1,5280
acceptance,2,2,5281
accepted,15,15,5283
accepting,6,5,5298
access,13,12,5303
accessible,1,1,5315
accessory,2,2,5316
accident,5,4,5318
acclaimed,1,1,5322
accompanied,8,8,5323
accompany,6,4,5331
accompanying,4,4,5335
accomplish,3,3,5339
accomplishment,4,4,5342
accord,53,25,5346
accordance,1,1,5371
accorded,1,1,5372
according,75,51,5373
account,41,32,5424
accountability,1,1,5456
accountable,9,7,5457
accredited,2,2,5464
accumulate,3,3,5466
accusation,16,12,5469
accuse,22,22,5481
accused,75,57,5503
accuser,1,1,5560
accusing,4,3,5561
ace,3,1,5564
aceh,3,1,5565
achieve,5,5,5566
achieved,2,2,5571
achieving,2,2,5573
acid,3,3,5575
acknowledge,4,4,5578
acknowledged,27,22,5582
acknowledging,1,1,5604
acknowledgment,1,1,5605
acquaintance,2,2,5606
acquire,3,3,5608
acquiring,3,3,5611
acquisition,2,2,5614
acre,2,2,5616
acronym,1,1,5618
across,38,33,5619
act,47,35,5652
acted,6,6,5687
acting,20,16,5693
action,59,48,5709
active,8,8,5757
actively,2,2,5765
activism,1,1,5767
activist,27,15,5768
activity,46,30,5783
actor,2,2,5813
actual,9,6,5815
actually,9,7,5821
ad,2,1,5828
adadi,2,2,5829
adam,5,5,5831
adamant,2,2,5836
adamantly,1,1,5838
add,31,31,5839
add0571,1,1,5870
added,60,50,5871
adding,24,24,5921
addition,12,10,5945
additional,11,11,5955
address,17,15,5966
addressed,7,7,5981
addressing,1,1,5988
adel,4,4,5989
adequate,2,2,5993
adequately,2,2,5995
adherence,1,1,5997
adherent,1,1,5998
adhering,1,1,5999
aditjondro,2,1,6000
adjacent,2,2,6001
adjourn,2,2,6003
adjourning,1,1,6005
adjust,2,2,6006
adjustment,7,5,6008
adl,1,1,6013
adler,2,2,6014
administering,1,1,6016
administration,77,38,6017
administrative,4,4,6055
administrator,3,3,6059
admiration,1,1,6062
admire,2,2,6063
admission,1,1,6065
admit,2,2,6066
admitted,3,3,6068
admitting,1,1,6071
admonition,1,1,6072
adnan,1,1,6073
adolf,2,1,6074
adopt,2,2,6075
adopted,6,6,6077
adopting,1,1,6083
adoption,1,1,6084
adorn,3,3,6085
adorned,1,1,6088
adriaan,3,3,6089
adriatic,2,2,6092
adult,6,6,6094
adulyadej,1,1,6100
adv,25,25,6101
adv25,3,2,6126
advance,14,9,6128
advanced,2,2,6137
advancing,2,2,6139
advantage,8,6,6141
advertised,2,2,6147
advertisement,4,1,6149
advertising,1,1,6150
advice,7,3,6151
advisable,1,1,6154
advise,1,1,6155
advised,8,7,6156
adviser,13,11,6163
advising,1,1,6174
advisory,3,3,6175
advocacy,2,2,6178
advocate,13,12,6180
advocated,1,1,6192
advocating,1,1,6193
ae,1,1,6194
aegean,1,1,6195
aeronautic,3,3,6196
aerospace,3,2,6199
aet,2,2,6201
af,7,7,6203
afar,1,1,6210
afeworki,1,1,6211
affair,22,17,6212
affect,4,4,6229
affected,12,6,6233
affecting,3,3,6239
affiliate,3,3,6242
affiliated,2,2,6245
affiliation,4,4,6247
affirmed,1,1,6251
affixed,1,1,6252
afflict,1,1,6253
afflicting,1,1,6254
affluent,3,3,6255
afford,8,6,6258
afforded,1,1,6264
afghan,14,5,6265
afghanistan,65,13,6270
afloat,2,2,6283
afoul,1,1,6285
afraid,3,3,6286
africa,98,31,6289
african,42,16,6320
africanist,2,2,6336
afrikaner,1,1,6338
afshin,1,1,6339
after,361,191,6340
aftermath,1,1,6531
afternoon,25,22,6532
afterthe,1,1,6554
afterward,4,3,6555
aftonbladet,4,2,6558
ag,2,1,6560
agaev,1,1,6561
again,34,27,6562
against,216,111,6589
age,31,20,6700
aged,5,5,6720
agency,73,52,6725
agenda,7,7,6777
agent,36,30,6784
ager,15,8,6814
aggression,2,2,6822
aggressive,6,5,6824
aggressively,3,3,6829
agile,1,1,6832
aging,2,1,6833
agitated,2,2,6834
ago,79,56,6836
agola,4,1,6892
agrarian,1,1,6893
agree,22,20,6894
agreed,37,27,6914
agreeing,2,2,6941
agreement,71,34,6943
agricultural,8,6,6977
agriculture,5,5,6983
ah,2,2,6988
ahead,31,25,6990
ahmad,7,7,7015
ahmed,41,5,7022
ahmet,1,1,7027
aid,37,26,7028
aid0471,1,1,7054
aide,18,14,7055
aided,1,1,7069
aiding,2,2,7070
ailing,7,7,7072
ailment,1,1,7079
ailor,2,1,7080
aim,6,5,7081
aimed,12,10,7086
aiming,5,2,7096
air,113,52,7098
airborne,1,1,7150
airbus,1,1,7151
aircraft,10,7,7152
aire,2,2,7159
airfield,8,2,7161
airline,148,28,7163
airliner,9,8,7191
airmen,1,1,7199
airplane,8,5,7200
airport,131,30,7205
airspace,2,2,7235
airstrike,2,2,7237
airwave,2,2,7239
airway,10,8,7241
aisle,2,2,7249
aisyah,1,1,7251
aj,1,1,7252
ak,4,2,7253
akarkous,1,1,7255
akbar,2,2,7256
akhmad,1,1,7258
akmal,1,1,7259
akoth,1,1,7260
al,48,22,7261
ala,7,5,7283
alabama,1,1,7288
alabaster,1,1,7289
alan,2,2,7290
alarm,6,6,7292
alaska,12,4,7298
alastair,2,2,7302
alata,2,1,7304
albanian,30,7,7305
albeit,1,1,7312
albright,4,3,7313
album,2,2,7316
albuquerque,4,2,7318
alcohol,8,7,7320
alcoholic,1,1,7327
aleman,1,1,7328
alemany,2,1,7329
alert,3,3,7330
alerted,3,3,7333
alerting,1,1,7336
alessandra,3,3,7337
alexander,2,2,7340
alexandre,1,1,7342
alexandrite,1,1,7343
alfonse,4,4,7344
alfredo,1,1,7348
ali,18,16,7349
alia,2,2,7365
alibi,2,2,7367
alienate,1,1,7369
alienated,4,4,7370
alienating,2,2,7374
alignment,1,1,7376
alina,1,1,7377
alison,3,3,7378
alive,6,5,7381
alkifah,24,2,7386
alkimin,8,4,7388
all,236,133,7392
allahu,2,2,7525
allegation,28,25,7527
allege,3,3,7552
alleged,23,16,7555
allegedly,9,9,7571
allegiance,2,2,7580
allegro,2,1,7582
allende,6,5,7583
alley,3,3,7588
alliance,16,14,7591
allied,4,4,7605
allocation,1,1,7609
allotted,1,1,7610
allow,27,21,7611
allowed,33,30,7632
allowing,11,11,7662
allstate,1,1,7673
alluding,4,4,7674
alluring,2,2,7678
ally,18,12,7680
almost,48,30,7692
aloft,1,1,7722
aloha,1,1,7723
alojzije,11,10,7724
alone,18,15,7734
along,43,32,7749
alongside,4,4,7781
aloud,1,1,7785
alowhali,2,2,7786
alpharetta,1,1,7788
already,63,45,7789
also,308,178,7834
altamir,1,1,8012
altar,8,6,8013
alter,3,3,8019
alternate,1,1,8022
alternative,6,6,8023
although,76,59,8029
altitude,3,1,8088
alun,1,1,8089
alway,26,24,8090
am,61,52,8114
amaral,3,3,8166
amass,1,1,8169
amassed,2,2,8170
amateur,2,2,8172
amaury,1,1,8174
amazing,1,1,8175
ambassador,16,14,8176
ambiguity,3,3,8190
ambiguous,1,1,8193
ambition,4,4,8194
ambitious,2,2,8198
ambivalence,2,2,8200
ambulance,4,4,8202
amdahl,1,1,8206
amended,1,1,8207
amendment,9,6,8208
america,48,37,8214
american,144,52,8251
americansummit,1,1,8303
amherst,20,6,8304
amiable,1,1,8310
amid,13,13,8311
amimo,1,1,8324
amini,1,1,8325
amman,12,5,8326
amnesty,61,14,8331
amo,1,1,8345
among,70,55,8346
amongst,1,1,8401
amount,15,13,8402
amounted,2,2,8415
amp,4,4,8417
ample,1,1,8421
amputation,1,1,8422
amr,5,5,8423
amusement,1,1,8428
amy,1,1,8429
ana,1,1,8430
analogy,2,2,8431
analysi,12,8,8433
analyst,37,23,8441
analytic,1,1,8464
analyze,3,2,8465
anarchy,1,1,8467
anata,3,2,8468
anatolia,3,3,8470
anc,49,8,8473
ancaster,1,1,8481
ancestor,1,1,8482
anchored,2,2,8483
ancient,3,3,8485
anderson,1,1,8488
andor,1,1,8489
andrea,1,1,8490
andreessen,7,3,8491
andrew,15,11,8494
angela,1,1,8505
angele,6,6,8506
anger,3,3,8512
angered,2,2,8515
angle,4,3,8517
angola,1,1,8520
angrily,6,6,8521
angry,3,3,8527
anguished,2,2,8530
anibal,1,1,8532
animal,1,1,8533
animation,1,1,8534
animosity,4,4,8535
aninat,1,1,8539
ank101,1,1,8540
ankara,33,22,8541
ankle,2,2,8563
ann,1,1,8565
anna,1,1,8566
annan,11,2,8567
annexed,9,8,8569
annihilate,1,1,8577
anniversary,8,7,8578
announce,8,8,8585
announced,42,38,8593
announcement,3,3,8631
announcing,5,4,8634
annual,9,9,8638
annually,2,2,8647
annulled,2,2,8649
anonymity,15,15,8651
anonymous,1,1,8666
anonymously,1,1,8667
another,108,82,8668
ansar,1,1,8750
ansari,3,2,8751
answer,14,12,8753
answered,2,2,8765
antagonizing,2,2,8767
antara,3,1,8769
ante,6,6,8770
antenna,2,2,8776
anthony,6,6,8778
anti,67,35,8784
antic,2,2,8819
anticipated,3,3,8821
anticipating,3,3,8824
anticipation,1,1,8827
anticompetitive,3,3,8828
antigua,6,3,8831
antille,2,1,8834
antitrust,33,10,8835
antiturst,2,1,8845
antonio,7,7,8846
anvil,1,1,8853
anwar,1,1,8854
anxiety,2,2,8855
anxious,6,6,8857
anxiously,1,1,8863
any,168,102,8864
anybody,2,2,8966
anymore,1,1,8968
anyone,30,23,8969
anything,27,25,8992
anyway,3,3,9017
anywhere,10,10,9020
ao,2,2,9030
aoyama,2,2,9032
ap,383,174,9034
apart,13,13,9208
apartheid,34,10,9221
apartment,12,8,9231
apec,2,1,9239
apologize,2,2,9240
apologized,2,2,9242
apology,1,1,9244
appalachian,1,1,9245
appalling,1,1,9246
apparent,9,9,9247
apparently,26,23,9256
appeal,11,10,9279
appealed,9,9,9289
appealing,1,1,9298
appear,38,30,9299
appearance,2,2,9329
appeared,35,27,9331
appearing,6,6,9358
appease,2,2,9364
appetite,1,1,9366
applauded,1,1,9367
applause,2,2,9368
apple,7,6,9370
appliance,2,2,9376
applicant,3,3,9378
application,7,5,9381
applied,10,8,9386
apply,4,4,9394
applying,1,1,9398
appoint,1,1,9399
appointed,6,6,9400
appointment,2,2,9406
apprehend,2,2,9408
apprehensive,1,1,9410
approach,18,17,9411
approache,6,6,9428
approached,4,4,9434
approaching,5,5,9438
appropriate,3,3,9443
appropriately,2,2,9446
appropriation,26,5,9448
approval,20,16,9453
approve,10,9,9469
approved,15,12,9478
approving,2,2,9490
approximately,6,6,9492
april,13,10,9498
apw199810020556,1,1,9508
apw199810030141,1,1,9509
apw199810030142,1,1,9510
apw199810030170,1,1,9511
apw199810030180,1,1,9512
apw199810030184,1,1,9513
apw199810030470,1,1,9514
apw199810030473,1,1,9515
apw199810030487,1,1,9516
apw199810030492,1,1,9517
apw199810030517,1,1,9518
apw199810030645,1,1,9519
apw199810030646,1,1,9520
apw199810030705,1,1,9521
apw199810030741,1,1,9522
apw199810040146,1,1,9523
apw199810040165,1,1,9524
apw199810040171,1,1,9525
apw199810040172,1,1,9526
apw199810040175,1,1,9527
apw199810040180,1,1,9528
apw199810040574,1,1,9529
apw199810040717,1,1,9530
apw199810050718,1,1,9531
apw199810051097,1,1,9532
apw199810051108,1,1,9533
apw199810060543,1,1,9534
apw199810061099,1,1,9535
apw199810080841,1,1,9536
apw199810100163,1,1,9537
apw199810120791,1,1,9538
apw199810140284,1,1,9539
apw199810140523,1,1,9540
apw199810140564,1,1,9541
apw199810160667,1,1,9542
apw199810170151,1,1,9543
apw199810170306,1,1,9544
apw199810170477,1,1,9545
apw199810170507,1,1,9546
apw199810180410,1,1,9547
apw199810180638,1,1,9548
apw199810201108,1,1,9549
apw199810210246,1,1,9550
apw199810210554,1,1,9551
apw199810220848,1,1,9552
apw199810230519,1,1,9553
apw199810230551,1,1,9554
apw199810231147,1,1,9555
apw199810240164,1,1,9556
apw199810240182,1,1,9557
apw199810240186,1,1,9558
apw199810240343,1,1,9559
apw199810250209,1,1,9560
apw199810250210,1,1,9561
apw199810250218,1,1,9562
apw199810250231,1,1,9563
apw199810250234,1,1,9564
apw199810250395,1,1,9565
apw199810250412,1,1,9566
apw199810250922,1,1,9567
apw199810260225,1,1,9568
apw199810260485,1,1,9569
apw199810260787,1,1,9570
apw199810271075,1,1,9571
apw199810271082,1,1,9572
apw199810280231,1,1,9573
apw199810280445,1,1,9574
apw199810290281,1,1,9575
apw199810290560,1,1,9576
apw199810301037,1,1,9577
apw199810301041,1,1,9578
apw199810301046,1,1,9579
apw199810301066,1,1,9580
apw199810310314,1,1,9581
apw199810310317,1,1,9582
apw199810310551,1,1,9583
apw199810310742,1,1,9584
apw199811010202,1,1,9585
apw199811010536,1,1,9586
apw199811010556,1,1,9587
apw199811020190,1,1,9588
apw199811030271,1,1,9589
apw199811040265,1,1,9590
apw199811040507,1,1,9591
apw199811040524,1,1,9592
apw199811040525,1,1,9593
apw199811040537,1,1,9594
apw199811040772,1,1,9595
apw199811040812,1,1,9596
apw199811050282,1,1,9597
apw199811050609,1,1,9598
apw199811050853,1,1,9599
apw199811060520,1,1,9600
apw199811060542,1,1,9601
apw199811060551,1,1,9602
apw199811060572,1,1,9603
apw199811060851,1,1,9604
apw199811061119,1,1,9605
apw199811061126,1,1,9606
apw199811070116,1,1,9607
apw199811070118,1,1,9608
apw199811070131,1,1,9609
apw199811070143,1,1,9610
apw199811070700,1,1,9611
apw199811100230,1,1,9612
apw199811100245,1,1,9613
apw199811110598,1,1,9614
apw199811120305,1,1,9615
apw199811120549,1,1,9616
apw199811130541,1,1,9617
apw199811130895,1,1,9618
apw199811130896,1,1,9619
apw199811140178,1,1,9620
apw199811150219,1,1,9621
apw199811160496,1,1,9622
apw199811170597,1,1,9623
apw199811170914,1,1,9624
apw199811171226,1,1,9625
apw199811190262,1,1,9626
apw199811200282,1,1,9627
apw199811220379,1,1,9628
apw199811220381,1,1,9629
apw199811220382,1,1,9630
apw199811230257,1,1,9631
apw199811230259,1,1,9632
apw199811230532,1,1,9633
apw199811231112,1,1,9634
apw199811231118,1,1,9635
apw199811231153,1,1,9636
apw199811240254,1,1,9637
apw199811240256,1,1,9638
apw199811240261,1,1,9639
apw199811250256,1,1,9640
apw199811250278,1,1,9641
apw199811250279,1,1,9642
apw199811250544,1,1,9643
apw199811250886,1,1,9644
apw199811250898,1,1,9645
apw199811250903,1,1,9646
apw199811260707,1,1,9647
apw199811260971,1,1,9648
apw199811261022,1,1,9649
apw199811290435,1,1,9650
apw199811290625,1,1,9651
apw199811290652,1,1,9652
apw199811300222,1,1,9653
apw199811300508,1,1,9654
apw199812020265,1,1,9655
apw199812020281,1,1,9656
apw199812020568,1,1,9657
apw199812021274,1,1,9658
apw199812030309,1,1,9659
apw199812030338,1,1,9660
apw199812030965,1,1,9661
apw199812030970,1,1,9662
apw199812040252,1,1,9663
apw199812050220,1,1,9664
apw199812050353,1,1,9665
apw199812050560,1,1,9666
apw199812060169,1,1,9667
apw199812060201,1,1,9668
apw199812060390,1,1,9669
apw199812060393,1,1,9670
apw199812080286,1,1,9671
apw199812080313,1,1,9672
apw199812080315,1,1,9673
apw199812080876,1,1,9674
apw199812160666,1,1,9675
apw199812200155,1,1,9676
apw199812290756,1,1,9677
apw199812290763,1,1,9678
apw199812300983,1,1,9679
apw199812300991,1,1,9680
apw199812310565,1,1,9681
aquamarine,2,2,9682
aquino,7,4,9684
arab,69,20,9688
arabia,57,15,9708
arabian,2,2,9723
arabic,4,4,9725
arafat,48,15,9729
arbitrary,1,1,9744
arbour,13,6,9745
arcane,1,1,9751
arcara,1,1,9752
arch,2,2,9753
archaeological,2,1,9755
archbishop,18,12,9756
arche,2,2,9768
archer,2,1,9770
archipelago,3,3,9771
architectural,2,2,9774
architecture,1,1,9776
archive,1,1,9777
arcing,1,1,9778
arctic,6,5,9779
ardent,1,1,9784
arduous,1,1,9785
are,600,196,9786
area,112,64,9982
arena,2,2,10046
arent,3,3,10048
arevalo,2,1,10051
arezou,1,1,10052
argentina,31,11,10053
argentine,2,2,10064
argue,3,3,10066
argued,10,9,10069
arguing,6,5,10078
argument,10,5,10083
ariel,2,2,10088
arish,5,3,10090
ariz,2,2,10093
arizona,1,1,10095
arkansa,1,1,10096
arm,20,17,10097
armed,25,20,10114
armenia,6,2,10134
armenian,1,1,10136
armey,9,6,10137
armored,2,2,10143
armrest,1,1,10145
armstrong,3,1,10146
army,37,27,10147
arnmark,1,1,10174
arnoldo,1,1,10175
around,81,57,10176
aroused,1,1,10233
arranged,1,1,10234
arrangement,8,7,10235
arranger,6,5,10242
array,3,3,10247
arrest,90,37,10250
arrested,44,34,10287
arresting,3,2,10321
arrival,7,7,10323
arrive,10,10,10330
arrived,24,22,10340
arriving,8,8,10362
arrogance,2,2,10370
arrogant,1,1,10372
arrow,1,1,10373
arson,7,6,10374
arsonist,1,1,10380
art,77,32,10381
artaza,4,2,10413
artery,1,1,10415
artibonite,3,3,10416
article,8,7,10419
artillery,1,1,10426
aruba,1,1,10427
arya,4,1,10428
ascend,1,1,10429
ascribing,2,2,10430
ashamed,1,1,10432
ashdod,3,3,10433
ashely,1,1,10436
ashley,1,1,10437
ashrafiyeh,1,1,10438
asia,42,28,10439
asian,80,25,10467
asiangame,10,10,10492
aside,9,9,10502
ask,18,17,10511
asked,83,57,10528
asking,4,4,10585
aslan,6,6,10589
aspect,7,7,10595
aspirant,1,1,10602
aspiration,2,2,10603
assad,8,4,10605
assailant,19,6,10609
assailed,2,2,10615
assailing,1,1,10617
assassin,1,1,10618
assassination,10,7,10619
assault,13,10,10626
assemble,2,2,10636
assembled,4,4,10638
assembly,48,13,10642
assert,5,4,10655
asserted,7,7,10659
asserting,6,6,10666
assertion,3,3,10672
assertive,1,1,10675
assess,6,3,10676
assessment,4,4,10679
assigned,5,5,10683
assigning,1,1,10688
assinovskaya,4,4,10689
assist,3,3,10693
assistance,10,9,10696
assistant,7,7,10705
assisting,3,3,10712
associate,12,8,10715
associated,125,103,10723
association,16,12,10826
assuage,1,1,10838
assume,7,7,10839
assumed,2,2,10846
assure,1,1,10848
assured,3,2,10849
astaneh,1,1,10851
astaphan,3,1,10852
astonished,2,2,10853
astor,2,2,10855
astorm,2,2,10857
astounded,1,1,10859
astronaut,1,1,10860
astronomer,6,5,10861
astronomical,2,2,10866
astronomy,3,3,10868
astrophysical,2,1,10871
astrophysicist,1,1,10872
asylum,19,9,10873
at,816,238,10882
atampt,3,3,11120
atef,2,1,11123
atgeriyev,1,1,11124
atheist,2,2,11125
athen,1,1,11127
athlete,14,5,11128
atla,2,2,11133
atlanta,1,1,11135
atlanti,1,1,11136
atlantic,17,7,11137
atmosphere,24,13,11144
atmospheric,2,1,11157
atom,6,3,11158
atop,1,1,11161
atr,1,1,11162
atrocity,34,22,11163
atta,2,1,11185
attached,7,4,11186
attachment,1,1,11190
attack,159,58,11191
attacked,9,9,11249
attacker,10,8,11258
attacking,2,2,11266
attained,1,1,11268
attempt,28,26,11269
attempted,9,8,11295
attempting,4,4,11303
attend,7,7,11307
attendant,1,1,11314
attended,13,13,11315
attending,6,5,11328
attention,17,14,11333
attica,2,2,11347
attitude,3,3,11349
attn,18,18,11352
attorney,22,12,11370
attract,2,2,11382
attracted,1,1,11384
attraction,3,2,11385
attribute,1,1,11387
attributed,2,2,11388
au,4,3,11390
audience,3,3,11393
audiotape,1,1,11396
aug,26,17,11397
august,37,33,11414
augusto,15,13,11447
aushev,1,1,11460
auspice,2,2,11461
austerity,13,6,11463
austin,1,1,11469
australia,4,4,11470
australian,2,2,11474
austrian,1,1,11476
authentic,1,1,11477
author,1,1,11478
authoritarian,4,4,11479
authority,143,74,11483
authorize,4,2,11557
authorized,2,2,11559
automated,1,1,11561
automatic,3,2,11562
automatically,2,2,11564
autonomous,2,2,11566
autonomy,31,23,11568
autumn,4,4,11591
available,19,19,11595
avalanche,2,2,11614
ave,2,2,11616
avelino,1,1,11618
avenue,10,4,11619
average,15,11,11623
averaged,1,1,11634
averaging,1,1,11635
aversion,1,1,11636
avert,4,4,11637
averting,2,2,11641
avi,3,3,11643
aviation,16,10,11646
aviv,8,8,11656
avoid,27,26,11664
avoided,5,5,11690
avoiding,6,6,11695
avsfvj,1,1,11701
awadallah,1,1,11702
await,1,1,11703
awaited,3,3,11704
awaiting,10,10,11707
awarded,1,1,11717
aware,8,8,11718
away,88,66,11726
awful,1,1,11792
awry,1,1,11793
ayari,2,2,11794
ayatollah,11,7,11796
azancot,1,1,11803
azeredo,1,1,11804
aznar,3,1,11805
azure,1,1,11806
baath,1,1,11807
bab,26,8,11808
babbitt,10,2,11816
baby,11,5,11818
back,95,61,11823
backdoor,1,1,11884
backdrop,2,2,11885
backed,18,18,11887
backer,3,3,11905
background,12,10,11908
backing,13,12,11918
backlash,7,7,11930
backstroke,3,3,11937
backup,5,3,11940
backwash,2,2,11943
backyard,1,1,11945
bad,9,9,11946
badge,7,5,11955
badly,13,13,11960
badr,1,1,11973
badroudine,2,2,11974
baesler,1,1,11976
baez,1,1,11977
baffle,2,2,11978
bag,9,8,11980
baggage,1,1,11988
bagpipe,3,3,11989
bahama,1,1,11992
bahl,2,1,11993
baht,1,1,11994
bail,8,8,11995
bailout,14,13,12003
baja,1,1,12016
baker,2,1,12017
bakery,2,2,12018
bakir,2,2,12020
balance,3,3,12022
balanced,5,5,12025
baljit,1,1,12030
balk,1,1,12031
balkan,15,10,12032
balked,1,1,12042
balking,1,1,12043
ball,1,1,12044
balled,1,1,12045
ballooning,1,1,12046
ballot,24,9,12047
balloting,13,9,12056
ballpark,2,2,12065
baltasar,6,6,12067
bamadhaj,1,1,12073
ban,24,12,12074
banality,1,1,12086
band,4,4,12087
bandage,1,1,12091
bandanna,1,1,12092
bandara,1,1,12093
banded,3,3,12094
banged,2,2,12097
banging,1,1,12099
bangkok,15,9,12100
bangzao,1,1,12109
bank,65,33,12110
banker,2,2,12143
banking,5,4,12145
bankruptcy,2,2,12149
banned,7,7,12151
banner,3,3,12158
banning,1,1,12161
bano,1,1,12162
baptiste,1,1,12163
bar,13,9,12164
barbado,2,2,12173
barbakh,1,1,12175
barbara,3,2,12176
barbaric,1,1,12178
barbed,4,3,12179
barbuda,1,1,12182
bare,7,7,12183
barely,11,11,12190
bargain,2,2,12201
bargaining,11,10,12203
barge,5,3,12213
bargishev,7,2,12216
barican,1,1,12218
bark,1,1,12219
barked,1,1,12220
barksdale,48,4,12221
barnard,2,2,12225
barnett,10,10,12227
barney,3,3,12237
barrack,2,2,12240
barraged,2,2,12242
barred,4,4,12244
barren,1,1,12248
barricade,3,3,12249
barrier,2,2,12252
barro,2,1,12254
bart,2,2,12255
bartering,1,1,12257
base,24,13,12258
baseball,3,3,12271
based,81,64,12274
baseless,1,1,12338
basement,1,1,12339
bash,3,3,12340
bashi,2,2,12343
basi,9,9,12345
basic,5,4,12354
basin,4,3,12358
basked,2,2,12361
basket,1,1,12363
basque,1,1,12364
basset,5,5,12365
bassit,1,1,12370
bastion,6,6,12371
bat,5,5,12377
batam,1,1,12382
batche,1,1,12383
bathrobe,1,1,12384
bato,2,2,12385
battalion,1,1,12387
battered,3,3,12388
battering,2,2,12391
battery,1,1,12393
battle,17,13,12394
battled,8,8,12407
battling,1,1,12415
baucus,2,2,12416
bautista,8,1,12418
bavarian,3,1,12419
bavaro,1,1,12420
bay,4,4,12421
bayh,1,1,12425
baykal,3,1,12426
bayonet,1,1,12427
bbc,5,3,12428
bc,604,298,12431
be,772,215,12729
beach,13,6,12944
beache,7,7,12950
beam,4,1,12957
bean,2,2,12958
bear,6,6,12960
bearded,1,1,12966
bearing,1,1,12967
beat,7,7,12968
beata,1,1,12975
beaten,10,9,12976
beatification,32,9,12985
beatified,9,7,12994
beatify,8,8,13001
beating,2,2,13009
beatrice,2,2,13011
beautiful,6,6,13013
became,27,22,13019
because,184,111,13041
becker,5,2,13152
become,47,38,13154
becoming,7,7,13192
bed,6,4,13199
bedroom,1,1,13203
been,503,195,13204
beer,3,3,13399
beersheba,2,2,13402
befallen,1,1,13404
befell,4,4,13405
befogged,1,1,13409
before,194,111,13410
beforehand,2,2,13521
began,62,49,13523
beggar,3,3,13572
begging,2,2,13575
begin,29,27,13577
beginning,16,16,13604
begun,18,17,13620
behalf,3,3,13637
behave,4,4,13640
behaved,3,3,13644
behavior,14,14,13647
behemoth,1,1,13661
behest,1,1,13662
behind,48,41,13663
beholden,1,1,13704
behrmann,1,1,13705
beige,2,2,13706
beijing,22,12,13708
being,141,100,13720
bej103,1,1,13820
belacevac,2,2,13821
belatedly,1,1,13823
belching,1,1,13824
belgasim,1,1,13825
belgrade,17,7,13826
belief,12,10,13833
believe,54,43,13843
believed,35,31,13886
believer,3,3,13917
believing,1,1,13920
bell,1,1,13921
belluck,2,2,13922
belong,3,2,13924
belonged,1,1,13926
belonging,4,4,13927
below,16,16,13931
belt,7,7,13947
ben,7,7,13954
benayahu,3,3,13961
bench,1,1,13964
bend,2,2,13965
beneath,3,3,13967
benefit,18,15,13970
benefited,3,3,13985
benevide,1,1,13988
bengt,1,1,13989
benhamou,2,2,13990
benjamin,16,16,13992
bennouna,1,1,14008
benoit,2,2,14009
bent,1,1,14011
bereavement,1,1,14012
berezovsky,2,1,14013
berger,1,1,14014
berhrmann,1,1,14015
bermuda,1,1,14016
bernard,1,1,14017
berth,1,1,14018
beset,1,1,14019
beside,6,5,14020
besmirch,1,1,14025
bessie,1,1,14026
best,31,26,14027
bestowing,2,2,14053
bet,4,2,14055
beth,1,1,14057
bethlehem,2,2,14058
better,33,29,14060
betting,2,2,14089
betty,2,2,14091
between,134,98,14093
beware,1,1,14191
bewilderment,1,1,14192
beyeler,1,1,14193
beyond,14,13,14194
bhjt,1,1,14207
bhumibol,1,1,14208
bialystok,1,1,14209
biased,1,1,14210
bicol,4,3,14211
bid,6,6,14214
bier,1,1,14220
big,54,40,14221
bigger,6,6,14261
